customer_id,category,spend
ATQCUS0962,Health & Wellness,14715
ATQCUS0962,Others,3770
ATQCUS0962,Travel,12810
ATQCUS0963,Apparel,5553
ATQCUS0963,Bills,34305
ATQCUS0963,Electronics,22501
ATQCUS0963,Entertainment,8804
ATQCUS0963,Food,10037
ATQCUS0963,Groceries,28443
ATQCUS0963,Health & Wellness,14350
ATQCUS0963,Others,4386
ATQCUS0963,Travel,12081
ATQCUS0964,Apparel,5643
ATQCUS0964,Bills,35844
ATQCUS0964,Electronics,23871
ATQCUS0964,Entertainment,9499
ATQCUS0964,Food,10027
ATQCUS0964,Groceries,27904
ATQCUS0964,Health & Wellness,16307
ATQCUS0964,Others,3857
ATQCUS0964,Travel,13047
ATQCUS0965,Apparel,5559
ATQCUS0965,Bills,42487
ATQCUS0965,Electronics,29700
ATQCUS0965,Entertainment,9285
ATQCUS0965,Food,11524
ATQCUS0965,Groceries,33065
ATQCUS0965,Health & Wellness,15803
ATQCUS0965,Others,4139
ATQCUS0965,Travel,13933
ATQCUS0966,Apparel,4914
ATQCUS0966,Bills,38656
ATQCUS0966,Electronics,24468
ATQCUS0966,Entertainment,8735
ATQCUS0966,Food,10269
ATQCUS0966,Groceries,28592
ATQCUS0966,Health & Wellness,16812
ATQCUS0966,Others,3955
ATQCUS0966,Travel,12377
ATQCUS0967,Apparel,5465
ATQCUS0967,Bills,40316
ATQCUS0967,Electronics,25241
ATQCUS0967,Entertainment,9790
ATQCUS0967,Food,10730
ATQCUS0967,Groceries,31255
ATQCUS0967,Health & Wellness,17434
ATQCUS0967,Others,3480
ATQCUS0967,Travel,15516
ATQCUS0968,Apparel,5781
ATQCUS0968,Bills,32725
ATQCUS0968,Electronics,23773
ATQCUS0968,Entertainment,8242
ATQCUS0968,Food,9478
ATQCUS0968,Groceries,26548
ATQCUS0968,Health & Wellness,14467
ATQCUS0968,Others,3809
ATQCUS0968,Travel,12664
ATQCUS0969,Apparel,5194
ATQCUS0969,Bills,35800
ATQCUS0969,Electronics,21674
ATQCUS0969,Entertainment,8848
ATQCUS0969,Food,10899
ATQCUS0969,Groceries,30381
ATQCUS0969,Health & Wellness,16652
ATQCUS0969,Others,4340
ATQCUS0969,Travel,13241
ATQCUS0970,Apparel,6220
ATQCUS0970,Bills,39297
ATQCUS0970,Electronics,26764
ATQCUS0970,Entertainment,10069
ATQCUS0970,Food,11213
ATQCUS0970,Groceries,31404
ATQCUS0970,Health & Wellness,16566
ATQCUS0970,Others,4160
ATQCUS0970,Travel,15508
ATQCUS0971,Apparel,5606
ATQCUS0971,Bills,39698
ATQCUS0971,Electronics,22178
ATQCUS0971,Entertainment,8126
ATQCUS0971,Food,11224
ATQCUS0971,Groceries,28017
ATQCUS0971,Health & Wellness,13036
ATQCUS0971,Others,3512
ATQCUS0971,Travel,12796
ATQCUS0972,Apparel,5382
ATQCUS0972,Bills,33109
ATQCUS0972,Electronics,22379
ATQCUS0972,Entertainment,8163
ATQCUS0972,Food,10948
ATQCUS0972,Groceries,27950
ATQCUS0972,Health & Wellness,14889
ATQCUS0972,Others,3984
ATQCUS0972,Travel,12938
ATQCUS0973,Apparel,5156
ATQCUS0973,Bills,39954
ATQCUS0973,Electronics,23303
ATQCUS0973,Entertainment,8745
ATQCUS0973,Food,9234
ATQCUS0973,Groceries,25920
ATQCUS0973,Health & Wellness,16476
ATQCUS0973,Others,3747
ATQCUS0973,Travel,12865
ATQCUS0974,Apparel,4891
ATQCUS0974,Bills,43680
ATQCUS0974,Electronics,28854
ATQCUS0974,Entertainment,9161
ATQCUS0974,Food,11150
ATQCUS0974,Groceries,28265
ATQCUS0974,Health & Wellness,18194
ATQCUS0974,Others,4305
ATQCUS0974,Travel,14554
ATQCUS0975,Apparel,5644
ATQCUS0975,Bills,39917
ATQCUS0975,Electronics,26311
ATQCUS0975,Entertainment,9250
ATQCUS0975,Food,11938
ATQCUS0975,Groceries,32553
ATQCUS0975,Health & Wellness,16948
ATQCUS0975,Others,4000
ATQCUS0975,Travel,14500
ATQCUS0976,Apparel,5204
ATQCUS0976,Bills,32897
ATQCUS0976,Electronics,23886
ATQCUS0976,Entertainment,7978
ATQCUS0976,Food,10149
ATQCUS0976,Groceries,28047
ATQCUS0976,Health & Wellness,16028
ATQCUS0976,Others,4038
ATQCUS0976,Travel,12841
ATQCUS0977,Apparel,5529
ATQCUS0977,Bills,39868
ATQCUS0977,Electronics,23261
ATQCUS0977,Entertainment,8957
ATQCUS0977,Food,12219
ATQCUS0977,Groceries,28959
ATQCUS0977,Health & Wellness,15333
ATQCUS0977,Others,4427
ATQCUS0977,Travel,13670
ATQCUS0978,Apparel,5328
ATQCUS0978,Bills,34083
ATQCUS0978,Electronics,24685
ATQCUS0978,Entertainment,8320
ATQCUS0978,Food,9303
ATQCUS0978,Groceries,30240
ATQCUS0978,Health & Wellness,16926
ATQCUS0978,Others,4609
ATQCUS0978,Travel,12981
ATQCUS0979,Apparel,5614
ATQCUS0979,Bills,37723
ATQCUS0979,Electronics,24040
ATQCUS0979,Entertainment,8146
ATQCUS0979,Food,10631
ATQCUS0979,Groceries,29189
ATQCUS0979,Health & Wellness,15248
ATQCUS0979,Others,3658
ATQCUS0979,Travel,14082
ATQCUS0980,Apparel,5907
ATQCUS0980,Bills,39351
ATQCUS0980,Electronics,26636
ATQCUS0980,Entertainment,10154
ATQCUS0980,Food,11129
ATQCUS0980,Groceries,31050
ATQCUS0980,Health & Wellness,16120
ATQCUS0980,Others,4477
ATQCUS0980,Travel,14807
ATQCUS0981,Apparel,5176
ATQCUS0981,Bills,35704
ATQCUS0981,Electronics,24007
ATQCUS0981,Entertainment,8451
ATQCUS0981,Food,10057
ATQCUS0981,Groceries,26888
ATQCUS0981,Health & Wellness,14862
ATQCUS0981,Others,4209
ATQCUS0981,Travel,14022
ATQCUS0982,Apparel,5822
ATQCUS0982,Bills,36294
ATQCUS0982,Electronics,22914
ATQCUS0982,Entertainment,7664
ATQCUS0982,Food,9377
ATQCUS0982,Groceries,22732
ATQCUS0982,Health & Wellness,14428
ATQCUS0982,Others,3620
ATQCUS0982,Travel,12934
ATQCUS0983,Apparel,5170
ATQCUS0983,Bills,35123
ATQCUS0983,Electronics,21107
ATQCUS0983,Entertainment,8308
ATQCUS0983,Food,10173
ATQCUS0983,Groceries,27246
ATQCUS0983,Health & Wellness,14380
ATQCUS0983,Others,3699
ATQCUS0983,Travel,12390
ATQCUS0984,Apparel,4610
ATQCUS0984,Bills,33915
ATQCUS0984,Electronics,21311
ATQCUS0984,Entertainment,7855
ATQCUS0984,Food,9095
ATQCUS0984,Groceries,25827
ATQCUS0984,Health & Wellness,13992
ATQCUS0984,Others,3522
ATQCUS0984,Travel,11959
ATQCUS0985,Apparel,5514
ATQCUS0985,Bills,30124
ATQCUS0985,Electronics,20229
ATQCUS0985,Entertainment,7476
ATQCUS0985,Food,8762
ATQCUS0985,Groceries,24320
ATQCUS0985,Health & Wellness,13339
ATQCUS0985,Others,3494
ATQCUS0985,Travel,11035
ATQCUS0986,Apparel,6027
ATQCUS0986,Bills,40122
ATQCUS0986,Electronics,25408
ATQCUS0986,Entertainment,10214
ATQCUS0986,Food,10681
ATQCUS0986,Groceries,30143
ATQCUS0986,Health & Wellness,16200
ATQCUS0986,Others,4661
ATQCUS0986,Travel,12537
ATQCUS0987,Apparel,6649
ATQCUS0987,Bills,38268
ATQCUS0987,Electronics,25654
ATQCUS0987,Entertainment,9095
ATQCUS0987,Food,12791
ATQCUS0987,Groceries,28742
ATQCUS0987,Health & Wellness,14545
ATQCUS0987,Others,4915
ATQCUS0987,Travel,15861
ATQCUS0988,Apparel,5203
ATQCUS0988,Bills,39718
ATQCUS0988,Electronics,24023
ATQCUS0988,Entertainment,8536
ATQCUS0988,Food,10185
ATQCUS0988,Groceries,28389
ATQCUS0988,Health & Wellness,16431
ATQCUS0988,Others,3881
ATQCUS0988,Travel,14431
ATQCUS0989,Apparel,7162
ATQCUS0989,Bills,53352
ATQCUS0989,Electronics,36864
ATQCUS0989,Entertainment,11245
ATQCUS0989,Food,16157
ATQCUS0989,Groceries,41272
ATQCUS0989,Health & Wellness,21765
ATQCUS0989,Others,5634
ATQCUS0989,Travel,17228
ATQCUS0990,Apparel,7333
ATQCUS0990,Bills,51990
ATQCUS0990,Electronics,35281
ATQCUS0990,Entertainment,12067
ATQCUS0990,Food,14133
ATQCUS0990,Groceries,38449
ATQCUS0990,Health & Wellness,21982
ATQCUS0990,Others,6523
ATQCUS0990,Travel,19294
ATQCUS0991,Apparel,6807
ATQCUS0991,Bills,49701
ATQCUS0991,Electronics,30931
ATQCUS0991,Entertainment,11708
ATQCUS0991,Food,13687
ATQCUS0991,Groceries,31731
ATQCUS0991,Health & Wellness,22300
ATQCUS0991,Others,5109
ATQCUS0991,Travel,16821
ATQCUS0992,Apparel,8046
ATQCUS0992,Bills,54764
ATQCUS0992,Electronics,32521
ATQCUS0992,Entertainment,13343
ATQCUS0992,Food,15755
ATQCUS0992,Groceries,37468
ATQCUS0992,Health & Wellness,22271
ATQCUS0992,Others,6610
ATQCUS0992,Travel,18023
ATQCUS0993,Apparel,6398
ATQCUS0993,Bills,48501
ATQCUS0993,Electronics,32365
ATQCUS0993,Entertainment,10501
ATQCUS0993,Food,13800
ATQCUS0993,Groceries,33452
ATQCUS0993,Health & Wellness,19900
ATQCUS0993,Others,5106
ATQCUS0993,Travel,16733
ATQCUS0994,Apparel,7526
ATQCUS0994,Bills,43305
ATQCUS0994,Electronics,33560
ATQCUS0994,Entertainment,10646
ATQCUS0994,Food,13530
ATQCUS0994,Groceries,31713
ATQCUS0994,Health & Wellness,21557
ATQCUS0994,Others,5419
ATQCUS0994,Travel,15511
ATQCUS0995,Apparel,6461
ATQCUS0995,Bills,49042
ATQCUS0995,Electronics,30556
ATQCUS0995,Entertainment,12653
ATQCUS0995,Food,12295
ATQCUS0995,Groceries,37154
ATQCUS0995,Health & Wellness,19375
ATQCUS0995,Others,5399
ATQCUS0995,Travel,18213
ATQCUS0996,Apparel,8507
ATQCUS0996,Bills,54580
ATQCUS0996,Electronics,37004
ATQCUS0996,Entertainment,12074
ATQCUS0996,Food,14644
ATQCUS0996,Groceries,42562
ATQCUS0996,Health & Wellness,23405
ATQCUS0996,Others,6317
ATQCUS0996,Travel,20404
ATQCUS0997,Apparel,7170
ATQCUS0997,Bills,50928
ATQCUS0997,Electronics,33844
ATQCUS0997,Entertainment,12483
ATQCUS0997,Food,15219
ATQCUS0997,Groceries,40872
ATQCUS0997,Health & Wellness,20279
ATQCUS0997,Others,6015
ATQCUS0997,Travel,21029
ATQCUS0998,Apparel,7792
ATQCUS0998,Bills,54961
ATQCUS0998,Electronics,35375
ATQCUS0998,Entertainment,11202
ATQCUS0998,Food,13978
ATQCUS0998,Groceries,37083
ATQCUS0998,Health & Wellness,21824
ATQCUS0998,Others,4798
ATQCUS0998,Travel,18476
ATQCUS0999,Apparel,7452
ATQCUS0999,Bills,47916
ATQCUS0999,Electronics,32981
ATQCUS0999,Entertainment,10872
ATQCUS0999,Food,13388
ATQCUS0999,Groceries,32252
ATQCUS0999,Health & Wellness,18060
ATQCUS0999,Others,5610
ATQCUS0999,Travel,18369
ATQCUS1000,Apparel,6629
ATQCUS1000,Bills,47809
ATQCUS1000,Electronics,30234
ATQCUS1000,Entertainment,13481
ATQCUS1000,Food,14707
ATQCUS1000,Groceries,37046
ATQCUS1000,Health & Wellness,19882
ATQCUS1000,Others,5406
ATQCUS1000,Travel,16981
ATQCUS1001,Apparel,7059
ATQCUS1001,Bills,48435
ATQCUS1001,Electronics,33233
ATQCUS1001,Entertainment,11204
ATQCUS1001,Food,13222
ATQCUS1001,Groceries,40839
ATQCUS1001,Health & Wellness,20512
ATQCUS1001,Others,4962
ATQCUS1001,Travel,18647
ATQCUS1002,Apparel,7055
ATQCUS1002,Bills,45409
ATQCUS1002,Electronics,30501
ATQCUS1002,Entertainment,10402
ATQCUS1002,Food,11258
ATQCUS1002,Groceries,38780
ATQCUS1002,Health & Wellness,16977
ATQCUS1002,Others,5401
ATQCUS1002,Travel,17337
ATQCUS1003,Apparel,6629
ATQCUS1003,Bills,46356
ATQCUS1003,Electronics,31690
ATQCUS1003,Entertainment,12077
ATQCUS1003,Food,13177
ATQCUS1003,Groceries,37590
ATQCUS1003,Health & Wellness,19735
ATQCUS1003,Others,4681
ATQCUS1003,Travel,17145
ATQCUS1004,Apparel,7393
ATQCUS1004,Bills,49393
ATQCUS1004,Electronics,31794
ATQCUS1004,Entertainment,11082
ATQCUS1004,Food,16935
ATQCUS1004,Groceries,40144
ATQCUS1004,Health & Wellness,20772
ATQCUS1004,Others,4977
ATQCUS1004,Travel,19653
ATQCUS1005,Apparel,6107
ATQCUS1005,Bills,47813
ATQCUS1005,Electronics,36007
ATQCUS1005,Entertainment,10109
ATQCUS1005,Food,13510
ATQCUS1005,Groceries,37557
ATQCUS1005,Health & Wellness,18657
ATQCUS1005,Others,5830
ATQCUS1005,Travel,19793
ATQCUS1006,Apparel,6611
ATQCUS1006,Bills,49275
ATQCUS1006,Electronics,32116
ATQCUS1006,Entertainment,11268
ATQCUS1006,Food,13276
ATQCUS1006,Groceries,37764
ATQCUS1006,Health & Wellness,21774
ATQCUS1006,Others,5332
ATQCUS1006,Travel,16089
ATQCUS1007,Apparel,5527
ATQCUS1007,Bills,50968
ATQCUS1007,Electronics,29336
ATQCUS1007,Entertainment,10877
ATQCUS1007,Food,13265
ATQCUS1007,Groceries,35496
ATQCUS1007,Health & Wellness,19344
ATQCUS1007,Others,4568
ATQCUS1007,Travel,15410
ATQCUS1008,Apparel,9215
ATQCUS1008,Bills,64028
ATQCUS1008,Electronics,35745
ATQCUS1008,Entertainment,14347
ATQCUS1008,Food,14636
ATQCUS1008,Groceries,45457
ATQCUS1008,Health & Wellness,24207
ATQCUS1008,Others,6638
ATQCUS1008,Travel,20774
ATQCUS1009,Apparel,8309
ATQCUS1009,Bills,54984
ATQCUS1009,Electronics,34852
ATQCUS1009,Entertainment,13603
ATQCUS1009,Food,14384
ATQCUS1009,Groceries,41571
ATQCUS1009,Health & Wellness,21574
ATQCUS1009,Others,5342
ATQCUS1009,Travel,20774
ATQCUS1010,Apparel,6137
ATQCUS1010,Bills,44815
ATQCUS1010,Electronics,28682
ATQCUS1010,Entertainment,9723
ATQCUS1010,Food,12532
ATQCUS1010,Groceries,36762
ATQCUS1010,Health & Wellness,19763
ATQCUS1010,Others,4866
ATQCUS1010,Travel,17029
ATQCUS1011,Apparel,6609
ATQCUS1011,Bills,56504
ATQCUS1011,Electronics,32880
ATQCUS1011,Entertainment,12777
ATQCUS1011,Food,15580
ATQCUS1011,Groceries,37502
ATQCUS1011,Health & Wellness,24923
ATQCUS1011,Others,5559
ATQCUS1011,Travel,19481
ATQCUS1012,Apparel,7797
ATQCUS1012,Bills,54101
ATQCUS1012,Electronics,38183
ATQCUS1012,Entertainment,14971
ATQCUS1012,Food,13160
ATQCUS1012,Groceries,39215
ATQCUS1012,Health & Wellness,24316
ATQCUS1012,Others,6017
ATQCUS1012,Travel,18505
ATQCUS1013,Apparel,7205
ATQCUS1013,Bills,53086
ATQCUS1013,Electronics,31914
ATQCUS1013,Entertainment,11140
ATQCUS1013,Food,12634
ATQCUS1013,Groceries,39276
ATQCUS1013,Health & Wellness,19211
ATQCUS1013,Others,5643
ATQCUS1013,Travel,17257
ATQCUS1014,Apparel,6216
ATQCUS1014,Bills,42205
ATQCUS1014,Electronics,28827
ATQCUS1014,Entertainment,9969
ATQCUS1014,Food,10690
ATQCUS1014,Groceries,34172
ATQCUS1014,Health & Wellness,18462
ATQCUS1014,Others,4873
ATQCUS1014,Travel,16456
ATQCUS1015,Apparel,6437
ATQCUS1015,Bills,47202
ATQCUS1015,Electronics,36117
ATQCUS1015,Entertainment,11736
ATQCUS1015,Food,13316
ATQCUS1015,Groceries,39544
ATQCUS1015,Health & Wellness,21683
ATQCUS1015,Others,5635
ATQCUS1015,Travel,18145
ATQCUS1016,Apparel,7154
ATQCUS1016,Bills,50284
ATQCUS1016,Electronics,35679
ATQCUS1016,Entertainment,11551
ATQCUS1016,Food,14024
ATQCUS1016,Groceries,33903
ATQCUS1016,Health & Wellness,20216
ATQCUS1016,Others,5976
ATQCUS1016,Travel,17365
ATQCUS1017,Apparel,6020
ATQCUS1017,Bills,46824
ATQCUS1017,Electronics,30913
ATQCUS1017,Entertainment,10492
ATQCUS1017,Food,12748
ATQCUS1017,Groceries,32436
ATQCUS1017,Health & Wellness,19599
ATQCUS1017,Others,5429
ATQCUS1017,Travel,16149
ATQCUS1018,Apparel,7805
ATQCUS1018,Bills,52243
ATQCUS1018,Electronics,31904
ATQCUS1018,Entertainment,14477
ATQCUS1018,Food,13658
ATQCUS1018,Groceries,37193
ATQCUS1018,Health & Wellness,22821
ATQCUS1018,Others,5843
ATQCUS1018,Travel,17909
ATQCUS1019,Apparel,5340
ATQCUS1019,Bills,32931
ATQCUS1019,Electronics,21613
ATQCUS1019,Entertainment,8201
ATQCUS1019,Food,8600
ATQCUS1019,Groceries,28048
ATQCUS1019,Health & Wellness,15914
ATQCUS1019,Others,3750
ATQCUS1019,Travel,14061
ATQCUS1020,Apparel,4699
ATQCUS1020,Bills,32050
ATQCUS1020,Electronics,21732
ATQCUS1020,Entertainment,7506
ATQCUS1020,Food,8274
ATQCUS1020,Groceries,24559
ATQCUS1020,Health & Wellness,13830
ATQCUS1020,Others,3535
ATQCUS1020,Travel,11811
ATQCUS1021,Apparel,4858
ATQCUS1021,Bills,35586
ATQCUS1021,Electronics,22854
ATQCUS1021,Entertainment,8299
ATQCUS1021,Food,9476
ATQCUS1021,Groceries,23817
ATQCUS1021,Health & Wellness,15217
ATQCUS1021,Others,4256
ATQCUS1021,Travel,13353
ATQCUS1022,Apparel,5143
ATQCUS1022,Bills,34240
ATQCUS1022,Electronics,24657
ATQCUS1022,Entertainment,8341
ATQCUS1022,Food,9751
ATQCUS1022,Groceries,25587
ATQCUS1022,Health & Wellness,15618
ATQCUS1022,Others,3776
ATQCUS1022,Travel,13282
ATQCUS1023,Apparel,4520
ATQCUS1023,Bills,36550
ATQCUS1023,Electronics,19048
ATQCUS1023,Entertainment,7301
ATQCUS1023,Food,8503
ATQCUS1023,Groceries,23079
ATQCUS1023,Health & Wellness,12204
ATQCUS1023,Others,3233
ATQCUS1023,Travel,10907
ATQCUS1024,Apparel,5142
ATQCUS1024,Bills,37219
ATQCUS1024,Electronics,25399
ATQCUS1024,Entertainment,8907
ATQCUS1024,Food,10053
ATQCUS1024,Groceries,27125
ATQCUS1024,Health & Wellness,14736
ATQCUS1024,Others,4268
ATQCUS1024,Travel,13027
ATQCUS1025,Apparel,5037
ATQCUS1025,Bills,37681
ATQCUS1025,Electronics,24060
ATQCUS1025,Entertainment,8251
ATQCUS1025,Food,8805
ATQCUS1025,Groceries,26716
ATQCUS1025,Health & Wellness,12516
ATQCUS1025,Others,3780
ATQCUS1025,Travel,13274
ATQCUS1026,Apparel,5397
ATQCUS1026,Bills,40924
ATQCUS1026,Electronics,26618
ATQCUS1026,Entertainment,10356
ATQCUS1026,Food,10406
ATQCUS1026,Groceries,31012
ATQCUS1026,Health & Wellness,18207
ATQCUS1026,Others,4191
ATQCUS1026,Travel,14980
ATQCUS1027,Apparel,5734
ATQCUS1027,Bills,37529
ATQCUS1027,Electronics,22288
ATQCUS1027,Entertainment,8231
ATQCUS1027,Food,11070
ATQCUS1027,Groceries,27843
ATQCUS1027,Health & Wellness,14882
ATQCUS1027,Others,3496
ATQCUS1027,Travel,13616
ATQCUS1028,Apparel,4919
ATQCUS1028,Bills,36143
ATQCUS1028,Electronics,23286
ATQCUS1028,Entertainment,7581
ATQCUS1028,Food,9025
ATQCUS1028,Groceries,26390
ATQCUS1028,Health & Wellness,13906
ATQCUS1028,Others,3612
ATQCUS1028,Travel,12637
ATQCUS1029,Apparel,6069
ATQCUS1029,Bills,33512
ATQCUS1029,Electronics,23436
ATQCUS1029,Entertainment,10251
ATQCUS1029,Food,9985
ATQCUS1029,Groceries,26434
ATQCUS1029,Health & Wellness,14399
ATQCUS1029,Others,3806
ATQCUS1029,Travel,15333
ATQCUS1030,Apparel,5084
ATQCUS1030,Bills,31993
ATQCUS1030,Electronics,23443
ATQCUS1030,Entertainment,8141
ATQCUS1030,Food,9288
ATQCUS1030,Groceries,23578
ATQCUS1030,Health & Wellness,14661
ATQCUS1030,Others,3814
ATQCUS1030,Travel,12340
ATQCUS1031,Apparel,4311
ATQCUS1031,Bills,27542
ATQCUS1031,Electronics,19743
ATQCUS1031,Entertainment,6917
ATQCUS1031,Food,8936
ATQCUS1031,Groceries,21800
ATQCUS1031,Health & Wellness,11988
ATQCUS1031,Others,3455
ATQCUS1031,Travel,10560
ATQCUS1032,Apparel,4819
ATQCUS1032,Bills,36324
ATQCUS1032,Electronics,22166
ATQCUS1032,Entertainment,7331
ATQCUS1032,Food,10694
ATQCUS1032,Groceries,27279
ATQCUS1032,Health & Wellness,14744
ATQCUS1032,Others,3849
ATQCUS1032,Travel,13470
ATQCUS1033,Apparel,4718
ATQCUS1033,Bills,38717
ATQCUS1033,Electronics,23794
ATQCUS1033,Entertainment,8536
ATQCUS1033,Food,8851
ATQCUS1033,Groceries,26969
ATQCUS1033,Health & Wellness,13281
ATQCUS1033,Others,4448
ATQCUS1033,Travel,12540
ATQCUS1034,Apparel,4911
ATQCUS1034,Bills,36214
ATQCUS1034,Electronics,21635
ATQCUS1034,Entertainment,7927
ATQCUS1034,Food,11110
ATQCUS1034,Groceries,25285
ATQCUS1034,Health & Wellness,11732
ATQCUS1034,Others,4122
ATQCUS1034,Travel,13204
ATQCUS1035,Apparel,5341
ATQCUS1035,Bills,41119
ATQCUS1035,Electronics,23046
ATQCUS1035,Entertainment,8960
ATQCUS1035,Food,11270
ATQCUS1035,Groceries,28726
ATQCUS1035,Health & Wellness,16034
ATQCUS1035,Others,4453
ATQCUS1035,Travel,14189
ATQCUS1036,Apparel,5021
ATQCUS1036,Bills,35132
ATQCUS1036,Electronics,24675
ATQCUS1036,Entertainment,9464
ATQCUS1036,Food,8633
ATQCUS1036,Groceries,27913
ATQCUS1036,Health & Wellness,14360
ATQCUS1036,Others,3837
ATQCUS1036,Travel,12688
ATQCUS1037,Apparel,5780
ATQCUS1037,Bills,35345
ATQCUS1037,Electronics,21705
ATQCUS1037,Entertainment,7736
ATQCUS1037,Food,9465
ATQCUS1037,Groceries,24685
ATQCUS1037,Health & Wellness,14396
ATQCUS1037,Others,3445
ATQCUS1037,Travel,12461
ATQCUS1038,Apparel,5749
ATQCUS1038,Bills,34338
ATQCUS1038,Electronics,24835
ATQCUS1038,Entertainment,8021
ATQCUS1038,Food,10294
ATQCUS1038,Groceries,25803
ATQCUS1038,Health & Wellness,16685
ATQCUS1038,Others,4249
ATQCUS1038,Travel,13156
ATQCUS1039,Apparel,4619
ATQCUS1039,Bills,32017
ATQCUS1039,Electronics,23377
ATQCUS1039,Entertainment,8112
ATQCUS1039,Food,9603
ATQCUS1039,Groceries,27550
ATQCUS1039,Health & Wellness,13726
ATQCUS1039,Others,4138
ATQCUS1039,Travel,12532
ATQCUS1040,Apparel,4731
ATQCUS1040,Bills,38886
ATQCUS1040,Electronics,23999
ATQCUS1040,Entertainment,8709
ATQCUS1040,Food,10577
ATQCUS1040,Groceries,30994
ATQCUS1040,Health & Wellness,15234
ATQCUS1040,Others,3884
ATQCUS1040,Travel,13118
ATQCUS1041,Apparel,4116
ATQCUS1041,Bills,35889
ATQCUS1041,Electronics,22155
ATQCUS1041,Entertainment,7692
ATQCUS1041,Food,9218
ATQCUS1041,Groceries,25786
ATQCUS1041,Health & Wellness,12817
ATQCUS1041,Others,3352
ATQCUS1041,Travel,11921
ATQCUS1042,Apparel,4584
ATQCUS1042,Bills,33315
ATQCUS1042,Electronics,19798
ATQCUS1042,Entertainment,7739
ATQCUS1042,Food,9127
ATQCUS1042,Groceries,23526
ATQCUS1042,Health & Wellness,13795
ATQCUS1042,Others,3475
ATQCUS1042,Travel,11371
ATQCUS1043,Apparel,5043
ATQCUS1043,Bills,30870
ATQCUS1043,Electronics,23162
ATQCUS1043,Entertainment,8534
ATQCUS1043,Food,10162
ATQCUS1043,Groceries,27180
ATQCUS1043,Health & Wellness,13886
ATQCUS1043,Others,4342
ATQCUS1043,Travel,11914
ATQCUS1044,Apparel,5214
ATQCUS1044,Bills,34902
ATQCUS1044,Electronics,23268
ATQCUS1044,Entertainment,7594
ATQCUS1044,Food,9244
ATQCUS1044,Groceries,26881
ATQCUS1044,Health & Wellness,13882
ATQCUS1044,Others,4227
ATQCUS1044,Travel,12752
ATQCUS1045,Apparel,4990
ATQCUS1045,Bills,31978
ATQCUS1045,Electronics,24934
ATQCUS1045,Entertainment,8718
ATQCUS1045,Food,9161
ATQCUS1045,Groceries,24554
ATQCUS1045,Health & Wellness,14785
ATQCUS1045,Others,3824
ATQCUS1045,Travel,12481
ATQCUS1046,Apparel,5291
ATQCUS1046,Bills,35762
ATQCUS1046,Electronics,22778
ATQCUS1046,Entertainment,9239
ATQCUS1046,Food,10492
ATQCUS1046,Groceries,30579
ATQCUS1046,Health & Wellness,16899
ATQCUS1046,Others,4051
ATQCUS1046,Travel,13034
ATQCUS1047,Apparel,4372
ATQCUS1047,Bills,32651
ATQCUS1047,Electronics,20477
ATQCUS1047,Entertainment,7186
ATQCUS1047,Food,8741
ATQCUS1047,Groceries,22361
ATQCUS1047,Health & Wellness,13857
ATQCUS1047,Others,3788
ATQCUS1047,Travel,11392
ATQCUS1048,Apparel,5226
ATQCUS1048,Bills,37269
ATQCUS1048,Electronics,24453
ATQCUS1048,Entertainment,8586
ATQCUS1048,Food,9874
ATQCUS1048,Groceries,28383
ATQCUS1048,Health & Wellness,14035
ATQCUS1048,Others,4317
ATQCUS1048,Travel,12454
ATQCUS1049,Apparel,4746
ATQCUS1049,Bills,30622
ATQCUS1049,Electronics,19755
ATQCUS1049,Entertainment,6470
ATQCUS1049,Food,8595
ATQCUS1049,Groceries,26283
ATQCUS1049,Health & Wellness,13104
ATQCUS1049,Others,3494
ATQCUS1049,Travel,11629
ATQCUS1050,Apparel,4367
ATQCUS1050,Bills,30140
ATQCUS1050,Electronics,20114
ATQCUS1050,Entertainment,6526
ATQCUS1050,Food,8243
ATQCUS1050,Groceries,21825
ATQCUS1050,Health & Wellness,13432
ATQCUS1050,Others,3476
ATQCUS1050,Travel,10660
ATQCUS1051,Apparel,4823
ATQCUS1051,Bills,35980
ATQCUS1051,Electronics,22173
ATQCUS1051,Entertainment,8597
ATQCUS1051,Food,10064
ATQCUS1051,Groceries,27357
ATQCUS1051,Health & Wellness,14978
ATQCUS1051,Others,3194
ATQCUS1051,Travel,13121
ATQCUS1052,Apparel,5139
ATQCUS1052,Bills,31848
ATQCUS1052,Electronics,25004
ATQCUS1052,Entertainment,7933
ATQCUS1052,Food,10487
ATQCUS1052,Groceries,24602
ATQCUS1052,Health & Wellness,15478
ATQCUS1052,Others,3810
ATQCUS1052,Travel,12604
ATQCUS1053,Apparel,5144
ATQCUS1053,Bills,40588
ATQCUS1053,Electronics,26540
ATQCUS1053,Entertainment,10151
ATQCUS1053,Food,9867
ATQCUS1053,Groceries,27401
ATQCUS1053,Health & Wellness,18393
ATQCUS1053,Others,4473
ATQCUS1053,Travel,14484
ATQCUS1054,Apparel,4989
ATQCUS1054,Bills,35770
ATQCUS1054,Electronics,23184
ATQCUS1054,Entertainment,6724
ATQCUS1054,Food,9013
ATQCUS1054,Groceries,27784
ATQCUS1054,Health & Wellness,14583
ATQCUS1054,Others,3711
ATQCUS1054,Travel,11601
ATQCUS1055,Apparel,5060
ATQCUS1055,Bills,32445
