customer_id,age_group,city,occupation,gender,marital status,avg_income,month,spend,income_utilisation
ATQCUS2353,25-34,Chennai,Salaried IT Employees,Female,Married,61496,June,16436,26.72694159
ATQCUS2353,25-34,Chennai,Salaried IT Employees,Female,Married,61496,May,17043,27.71399766
ATQCUS2353,25-34,Chennai,Salaried IT Employees,Female,Married,61496,October,20613,33.51925328
ATQCUS2353,25-34,Chennai,Salaried IT Employees,Female,Married,61496,September,22575,36.7097047
ATQCUS2506,25-34,Hyderabad,Freelancers,Female,Married,34171,August,13113,38.37464517
ATQCUS2506,25-34,Hyderabad,Freelancers,Female,Married,34171,July,9959,29.1445963
ATQCUS2506,25-34,Hyderabad,Freelancers,Female,Married,34171,June,9059,26.510784
ATQCUS2506,25-34,Hyderabad,Freelancers,Female,Married,34171,May,9219,26.9790173
ATQCUS2506,25-34,Hyderabad,Freelancers,Female,Married,34171,October,10633,31.11702906
ATQCUS2506,25-34,Hyderabad,Freelancers,Female,Married,34171,September,16334,47.80076673
ATQCUS3232,21-24,Mumbai,Freelancers,Male,Single,27139,August,18392,67.76963042
ATQCUS3232,21-24,Mumbai,Freelancers,Male,Single,27139,July,10823,39.87987767
ATQCUS3232,21-24,Mumbai,Freelancers,Male,Single,27139,June,13135,48.39898301
ATQCUS3232,21-24,Mumbai,Freelancers,Male,Single,27139,May,9835,36.23936033
ATQCUS3232,21-24,Mumbai,Freelancers,Male,Single,27139,October,13776,50.7608976
ATQCUS3232,21-24,Mumbai,Freelancers,Male,Single,27139,September,18442,67.95386713
ATQCUS2038,21-24,Delhi NCR,Business Owners,Female,Married,54449,August,19292,35.43132105
ATQCUS2038,21-24,Delhi NCR,Business Owners,Female,Married,54449,July,12705,23.33376187
ATQCUS2038,21-24,Delhi NCR,Business Owners,Female,Married,54449,June,12406,22.78462414
ATQCUS2038,21-24,Delhi NCR,Business Owners,Female,Married,54449,May,11708,21.50269059
ATQCUS2038,21-24,Delhi NCR,Business Owners,Female,Married,54449,October,17023,31.26411872
ATQCUS2038,21-24,Delhi NCR,Business Owners,Female,Married,54449,September,22809,41.8905765
ATQCUS1696,45+,Mumbai,Business Owners,Male,Married,71111,August,35066,49.31163955
ATQCUS1696,45+,Mumbai,Business Owners,Male,Married,71111,July,19350,27.21098002
ATQCUS1696,45+,Mumbai,Business Owners,Male,Married,71111,June,20481,28.80145125
ATQCUS1696,45+,Mumbai,Business Owners,Male,Married,71111,May,22776,32.02880005
ATQCUS1696,45+,Mumbai,Business Owners,Male,Married,71111,October,22010,30.95161086
ATQCUS1696,45+,Mumbai,Business Owners,Male,Married,71111,September,27567,38.76615432
ATQCUS2997,45+,Mumbai,Business Owners,Female,Married,78787,August,30111,38.21823397
ATQCUS2997,45+,Mumbai,Business Owners,Female,Married,78787,July,20209,25.65017071
ATQCUS2997,45+,Mumbai,Business Owners,Female,Married,78787,June,19419,24.64746722
ATQCUS2997,45+,Mumbai,Business Owners,Female,Married,78787,May,19003,24.11946133
ATQCUS2997,45+,Mumbai,Business Owners,Female,Married,78787,October,19286,24.47865765
ATQCUS2997,45+,Mumbai,Business Owners,Female,Married,78787,September,23001,29.19390255
ATQCUS0640,25-34,Chennai,Salaried IT Employees,Male,Married,62756,August,27997,44.61246733
ATQCUS0640,25-34,Chennai,Salaried IT Employees,Male,Married,62756,July,20889,33.2860603
ATQCUS0640,25-34,Chennai,Salaried IT Employees,Male,Married,62756,June,23665,37.70954172
ATQCUS0640,25-34,Chennai,Salaried IT Employees,Male,Married,62756,May,21090,33.6063484
ATQCUS0640,25-34,Chennai,Salaried IT Employees,Male,Married,62756,October,22168,35.32411244
ATQCUS0640,25-34,Chennai,Salaried IT Employees,Male,Married,62756,September,25784,41.08611129
ATQCUS2340,25-34,Bengaluru,Government Employees,Female,Married,52037,August,15096,29.01012741
ATQCUS2340,25-34,Bengaluru,Government Employees,Female,Married,52037,July,13221,25.406922
ATQCUS2340,25-34,Bengaluru,Government Employees,Female,Married,52037,June,15094,29.00628399
ATQCUS2340,25-34,Bengaluru,Government Employees,Female,Married,52037,May,8270,15.892538
ATQCUS2340,25-34,Bengaluru,Government Employees,Female,Married,52037,October,13496,25.93539212
ATQCUS2340,25-34,Bengaluru,Government Employees,Female,Married,52037,September,18207,34.98856583
ATQCUS0102,21-24,Chennai,Freelancers,Male,Married,25159,August,8892,35.34321714
ATQCUS0102,21-24,Chennai,Freelancers,Male,Married,25159,July,7738,30.75638936
ATQCUS0102,21-24,Chennai,Freelancers,Male,Married,25159,June,7472,29.69911364
ATQCUS0102,21-24,Chennai,Freelancers,Male,Married,25159,May,4572,18.17242339
ATQCUS0102,21-24,Chennai,Freelancers,Male,Married,25159,October,6735,26.76974443
ATQCUS0102,21-24,Chennai,Freelancers,Male,Married,25159,September,11356,45.13692913
ATQCUS2942,35-45,Hyderabad,Freelancers,Female,Married,38290,August,16404,42.84147297
ATQCUS2942,35-45,Hyderabad,Freelancers,Female,Married,38290,July,12756,33.31418125
ATQCUS2942,35-45,Hyderabad,Freelancers,Female,Married,38290,June,11217,29.29485505
ATQCUS2942,35-45,Hyderabad,Freelancers,Female,Married,38290,May,12633,32.99294855
ATQCUS2942,35-45,Hyderabad,Freelancers,Female,Married,38290,October,11192,29.22956385
ATQCUS2942,35-45,Hyderabad,Freelancers,Female,Married,38290,September,17649,46.09297467
ATQCUS2357,25-34,Chennai,Salaried IT Employees,Female,Married,58721,August,25323,43.12426559
ATQCUS2357,25-34,Chennai,Salaried IT Employees,Female,Married,58721,July,21934,37.35290612
ATQCUS2357,25-34,Chennai,Salaried IT Employees,Female,Married,58721,June,16568,28.21477836
ATQCUS2357,25-34,Chennai,Salaried IT Employees,Female,Married,58721,May,14996,25.53771223
ATQCUS2357,25-34,Chennai,Salaried IT Employees,Female,Married,58721,October,22108,37.64922259
ATQCUS2357,25-34,Chennai,Salaried IT Employees,Female,Married,58721,September,21725,36.99698575
ATQCUS0065,21-24,Bengaluru,Salaried IT Employees,Male,Married,48698,August,28610,58.74984599
ATQCUS0065,21-24,Bengaluru,Salaried IT Employees,Male,Married,48698,July,24143,49.57698468
ATQCUS0065,21-24,Bengaluru,Salaried IT Employees,Male,Married,48698,June,21735,44.63222309
ATQCUS0065,21-24,Bengaluru,Salaried IT Employees,Male,Married,48698,May,18793,38.59090722
ATQCUS0065,21-24,Bengaluru,Salaried IT Employees,Male,Married,48698,October,21408,43.96073761
ATQCUS0065,21-24,Bengaluru,Salaried IT Employees,Male,Married,48698,September,34169,70.16509918
ATQCUS1284,35-45,Bengaluru,Business Owners,Male,Married,70766,August,28731,40.60000565
ATQCUS1284,35-45,Bengaluru,Business Owners,Male,Married,70766,July,26441,37.36398836
ATQCUS1284,35-45,Bengaluru,Business Owners,Male,Married,70766,June,22390,31.63948789
ATQCUS1284,35-45,Bengaluru,Business Owners,Male,Married,70766,May,21705,30.67150892
ATQCUS1284,35-45,Bengaluru,Business Owners,Male,Married,70766,October,21405,30.24757652
ATQCUS1284,35-45,Bengaluru,Business Owners,Male,Married,70766,September,34338,48.52330215
ATQCUS1782,45+,Delhi NCR,Business Owners,Male,Married,77273,August,26157,33.85011582
ATQCUS1782,45+,Delhi NCR,Business Owners,Male,Married,77273,July,24398,31.57377092
ATQCUS1782,45+,Delhi NCR,Business Owners,Male,Married,77273,June,20595,26.65225887
ATQCUS1782,45+,Delhi NCR,Business Owners,Male,Married,77273,May,21743,28.13790069
ATQCUS1782,45+,Delhi NCR,Business Owners,Male,Married,77273,October,27831,36.01646112
ATQCUS1782,45+,Delhi NCR,Business Owners,Male,Married,77273,September,30312,39.22715567
ATQCUS1987,45+,Hyderabad,Business Owners,Male,Married,77607,August,22603,29.12495007
ATQCUS1987,45+,Hyderabad,Business Owners,Male,Married,77607,July,14068,18.12723079
ATQCUS1987,45+,Hyderabad,Business Owners,Male,Married,77607,June,20485,26.39581481
ATQCUS1987,45+,Hyderabad,Business Owners,Male,Married,77607,May,12921,16.64927133
ATQCUS1987,45+,Hyderabad,Business Owners,Male,Married,77607,October,21487,27.68693546
ATQCUS1987,45+,Hyderabad,Business Owners,Male,Married,77607,September,21199,27.31583491
ATQCUS2026,21-24,Mumbai,Government Employees,Female,Married,42267,August,14435,34.15193886
ATQCUS2026,21-24,Mumbai,Government Employees,Female,Married,42267,July,9632,22.78846381
ATQCUS2026,21-24,Mumbai,Government Employees,Female,Married,42267,June,9770,23.11495966
ATQCUS2026,21-24,Mumbai,Government Employees,Female,Married,42267,May,9168,21.69068067
ATQCUS2026,21-24,Mumbai,Government Employees,Female,Married,42267,October,12763,30.1961341
ATQCUS2026,21-24,Mumbai,Government Employees,Female,Married,42267,September,13714,32.44611636
ATQCUS2289,25-34,Bengaluru,Salaried IT Employees,Female,Married,65762,August,34396,52.30376205
ATQCUS2289,25-34,Bengaluru,Salaried IT Employees,Female,Married,65762,July,27445,41.73382805
ATQCUS2289,25-34,Bengaluru,Salaried IT Employees,Female,Married,65762,June,29571,44.96669809
ATQCUS2289,25-34,Bengaluru,Salaried IT Employees,Female,Married,65762,May,25575,38.89024056
ATQCUS2289,25-34,Bengaluru,Salaried IT Employees,Female,Married,65762,October,35692,54.27450503
ATQCUS2289,25-34,Bengaluru,Salaried IT Employees,Female,Married,65762,September,37814,57.50129254
ATQCUS0027,21-24,Mumbai,Business Owners,Male,Married,53003,August,20116,37.95256872
ATQCUS0027,21-24,Mumbai,Business Owners,Male,Married,53003,July,18036,34.02826255
ATQCUS0027,21-24,Mumbai,Business Owners,Male,Married,53003,June,16833,31.7585797
ATQCUS0027,21-24,Mumbai,Business Owners,Male,Married,53003,May,13693,25.83438673
ATQCUS0027,21-24,Mumbai,Business Owners,Male,Married,53003,October,23056,43.49942456
ATQCUS0027,21-24,Mumbai,Business Owners,Male,Married,53003,September,17377,32.7849367
ATQCUS2801,35-45,Chennai,Salaried IT Employees,Female,Married,61799,August,28832,46.65447661
ATQCUS2801,35-45,Chennai,Salaried IT Employees,Female,Married,61799,July,17470,28.26906584
ATQCUS2801,35-45,Chennai,Salaried IT Employees,Female,Married,61799,June,20593,33.32254567
ATQCUS2801,35-45,Chennai,Salaried IT Employees,Female,Married,61799,May,15833,25.62015567
ATQCUS2801,35-45,Chennai,Salaried IT Employees,Female,Married,61799,October,25196,40.77088626
ATQCUS2801,35-45,Chennai,Salaried IT Employees,Female,Married,61799,September,27881,45.11561676
ATQCUS1746,45+,Mumbai,Government Employees,Male,Married,58040,August,20484,35.29290145
ATQCUS1746,45+,Mumbai,Government Employees,Male,Married,58040,July,18892,32.54996554
ATQCUS1746,45+,Mumbai,Government Employees,Male,Married,58040,June,14722,25.36526533
ATQCUS1746,45+,Mumbai,Government Employees,Male,Married,58040,May,13342,22.98759476
ATQCUS1746,45+,Mumbai,Government Employees,Male,Married,58040,October,16057,27.66540317
ATQCUS1746,45+,Mumbai,Government Employees,Male,Married,58040,September,24084,41.49552033
ATQCUS1575,35-45,Hyderabad,Salaried Other Employees,Male,Married,40969,August,18970,46.3033025
ATQCUS1575,35-45,Hyderabad,Salaried Other Employees,Male,Married,40969,July,16542,40.37687032
ATQCUS1575,35-45,Hyderabad,Salaried Other Employees,Male,Married,40969,June,14313,34.93617125
ATQCUS1575,35-45,Hyderabad,Salaried Other Employees,Male,Married,40969,May,13778,33.63030584
ATQCUS1575,35-45,Hyderabad,Salaried Other Employees,Male,Married,40969,October,16025,39.11494056
ATQCUS1575,35-45,Hyderabad,Salaried Other Employees,Male,Married,40969,September,22379,54.62422807
ATQCUS1092,35-45,Delhi NCR,Salaried IT Employees,Male,Married,70385,August,47724,67.80421965
ATQCUS1092,35-45,Delhi NCR,Salaried IT Employees,Male,Married,70385,July,33483,47.57121546
ATQCUS1092,35-45,Delhi NCR,Salaried IT Employees,Male,Married,70385,June,40754,57.90154152
ATQCUS1092,35-45,Delhi NCR,Salaried IT Employees,Male,Married,70385,May,29995,42.61561412
ATQCUS1092,35-45,Delhi NCR,Salaried IT Employees,Male,Married,70385,October,37318,53.01981956
ATQCUS1092,35-45,Delhi NCR,Salaried IT Employees,Male,Married,70385,September,68453,97.25509697
ATQCUS0783,25-34,Hyderabad,Salaried IT Employees,Male,Married,63461,August,41140,64.82721672
ATQCUS0783,25-34,Hyderabad,Salaried IT Employees,Male,Married,63461,July,26472,41.71380848
ATQCUS0783,25-34,Hyderabad,Salaried IT Employees,Male,Married,63461,June,29817,46.98476229
ATQCUS0783,25-34,Hyderabad,Salaried IT Employees,Male,Married,63461,May,20517,32.3300925
ATQCUS0783,25-34,Hyderabad,Salaried IT Employees,Male,Married,63461,October,30982,48.82053545
ATQCUS0783,25-34,Hyderabad,Salaried IT Employees,Male,Married,63461,September,44413,69.98471502
ATQCUS0108,21-24,Hyderabad,Salaried IT Employees,Male,Married,45933,August,20567,44.77608691
ATQCUS0108,21-24,Hyderabad,Salaried IT Employees,Male,Married,45933,July,16393,35.68893824
ATQCUS0108,21-24,Hyderabad,Salaried IT Employees,Male,Married,45933,June,19282,41.97853395
ATQCUS0108,21-24,Hyderabad,Salaried IT Employees,Male,Married,45933,May,13508,29.40805086
ATQCUS0108,21-24,Hyderabad,Salaried IT Employees,Male,Married,45933,October,15283,33.27237498
ATQCUS0108,21-24,Hyderabad,Salaried IT Employees,Male,Married,45933,September,20510,44.65199312
ATQCUS0411,25-34,Delhi NCR,Business Owners,Male,Married,68050,August,38157,56.07200588
ATQCUS0411,25-34,Delhi NCR,Business Owners,Male,Married,68050,July,24212,35.57972079
ATQCUS0411,25-34,Delhi NCR,Business Owners,Male,Married,68050,June,25649,37.69140338
ATQCUS0411,25-34,Delhi NCR,Business Owners,Male,Married,68050,May,22548,33.13445996
ATQCUS0411,25-34,Delhi NCR,Business Owners,Male,Married,68050,October,21780,32.00587803
ATQCUS0411,25-34,Delhi NCR,Business Owners,Male,Married,68050,September,32118,47.19764879
ATQCUS0241,25-34,Mumbai,Business Owners,Male,Married,63897,August,35032,54.82573517
ATQCUS0241,25-34,Mumbai,Business Owners,Male,Married,63897,July,22058,34.52118253
ATQCUS0241,25-34,Mumbai,Business Owners,Male,Married,63897,June,29351,45.93486392
ATQCUS0241,25-34,Mumbai,Business Owners,Male,Married,63897,May,22312,34.91869728
ATQCUS0241,25-34,Mumbai,Business Owners,Male,Married,63897,October,25093,39.27101429
ATQCUS0241,25-34,Mumbai,Business Owners,Male,Married,63897,September,31539,49.35912484
ATQCUS3174,21-24,Mumbai,Salaried Other Employees,Male,Single,30264,August,13297,43.93669046
ATQCUS3174,21-24,Mumbai,Salaried Other Employees,Male,Single,30264,July,13167,43.50713719
ATQCUS3174,21-24,Mumbai,Salaried Other Employees,Male,Single,30264,June,11638,38.45492995
ATQCUS3174,21-24,Mumbai,Salaried Other Employees,Male,Single,30264,May,10365,34.24861221
ATQCUS3174,21-24,Mumbai,Salaried Other Employees,Male,Single,30264,October,13956,46.11419508
ATQCUS3174,21-24,Mumbai,Salaried Other Employees,Male,Single,30264,September,15475,51.13335977
ATQCUS0316,25-34,Delhi NCR,Salaried IT Employees,Male,Married,62150,August,47186,75.9227675
ATQCUS0316,25-34,Delhi NCR,Salaried IT Employees,Male,Married,62150,July,26017,41.8616251
ATQCUS0316,25-34,Delhi NCR,Salaried IT Employees,Male,Married,62150,June,32242,51.87771521
ATQCUS0316,25-34,Delhi NCR,Salaried IT Employees,Male,Married,62150,May,34953,56.23974256
ATQCUS0316,25-34,Delhi NCR,Salaried IT Employees,Male,Married,62150,October,34184,55.00241352
ATQCUS0316,25-34,Delhi NCR,Salaried IT Employees,Male,Married,62150,September,52247,84.06596943
ATQCUS0037,21-24,Mumbai,Government Employees,Male,Married,41125,August,17367,42.22978723
ATQCUS0037,21-24,Mumbai,Government Employees,Male,Married,41125,July,11981,29.1331307
ATQCUS0037,21-24,Mumbai,Government Employees,Male,Married,41125,June,12071,29.35197568
ATQCUS0037,21-24,Mumbai,Government Employees,Male,Married,41125,May,10766,26.1787234
ATQCUS0037,21-24,Mumbai,Government Employees,Male,Married,41125,October,12421,30.20303951
ATQCUS0037,21-24,Mumbai,Government Employees,Male,Married,41125,September,20266,49.27902736
ATQCUS1843,45+,Bengaluru,Salaried Other Employees,Male,Married,40728,August,16975,41.67894323
ATQCUS1843,45+,Bengaluru,Salaried Other Employees,Male,Married,40728,July,14639,35.94333137
ATQCUS1843,45+,Bengaluru,Salaried Other Employees,Male,Married,40728,June,15553,38.18748772
ATQCUS1843,45+,Bengaluru,Salaried Other Employees,Male,Married,40728,May,14773,36.27234335
ATQCUS1843,45+,Bengaluru,Salaried Other Employees,Male,Married,40728,October,11715,28.76399529
ATQCUS1843,45+,Bengaluru,Salaried Other Employees,Male,Married,40728,September,20480,50.28481634
ATQCUS0871,25-34,Hyderabad,Freelancers,Male,Married,34655,August,16463,47.50541047
ATQCUS0871,25-34,Hyderabad,Freelancers,Male,Married,34655,July,14864,42.89135767
ATQCUS0871,25-34,Hyderabad,Freelancers,Male,Married,34655,June,10679,30.81517818
ATQCUS0871,25-34,Hyderabad,Freelancers,Male,Married,34655,May,11746,33.89409898
ATQCUS0871,25-34,Hyderabad,Freelancers,Male,Married,34655,October,14488,41.80637715
ATQCUS0871,25-34,Hyderabad,Freelancers,Male,Married,34655,September,17181,49.57726158
ATQCUS0921,35-45,Mumbai,Salaried IT Employees,Male,Married,65306,August,57081,87.40544514
ATQCUS0921,35-45,Mumbai,Salaried IT Employees,Male,Married,65306,July,44043,67.4409702
ATQCUS0921,35-45,Mumbai,Salaried IT Employees,Male,Married,65306,June,45808,70.14363152
ATQCUS0921,35-45,Mumbai,Salaried IT Employees,Male,Married,65306,May,42944,65.7581233
ATQCUS0921,35-45,Mumbai,Salaried IT Employees,Male,Married,65306,October,44173,67.64003308
ATQCUS0921,35-45,Mumbai,Salaried IT Employees,Male,Married,65306,September,60102,92.03136006
ATQCUS0795,25-34,Hyderabad,Salaried IT Employees,Male,Married,63412,August,34520,54.43764587
ATQCUS0795,25-34,Hyderabad,Salaried IT Employees,Male,Married,63412,July,23735,37.42982401
ATQCUS0795,25-34,Hyderabad,Salaried IT Employees,Male,Married,63412,June,24062,37.94549927
ATQCUS0795,25-34,Hyderabad,Salaried IT Employees,Male,Married,63412,May,21823,34.41462184
ATQCUS0795,25-34,Hyderabad,Salaried IT Employees,Male,Married,63412,October,23394,36.8920709
ATQCUS0795,25-34,Hyderabad,Salaried IT Employees,Male,Married,63412,September,35665,56.2432978
ATQCUS2823,35-45,Chennai,Salaried Other Employees,Female,Married,37965,August,12440,32.76702226
ATQCUS2823,35-45,Chennai,Salaried Other Employees,Female,Married,37965,July,9140,24.07480574
ATQCUS2823,35-45,Chennai,Salaried Other Employees,Female,Married,37965,June,10170,26.7878309
ATQCUS2823,35-45,Chennai,Salaried Other Employees,Female,Married,37965,May,8566,22.56288687
ATQCUS2823,35-45,Chennai,Salaried Other Employees,Female,Married,37965,October,10152,26.74041881
ATQCUS2823,35-45,Chennai,Salaried Other Employees,Female,Married,37965,September,16743,44.10114579
ATQCUS1474,35-45,Chennai,Freelancers,Male,Married,37133,August,13137,35.37823499
ATQCUS1474,35-45,Chennai,Freelancers,Male,Married,37133,July,15851,42.68709773
ATQCUS1474,35-45,Chennai,Freelancers,Male,Married,37133,June,12210,32.88180325
ATQCUS1474,35-45,Chennai,Freelancers,Male,Married,37133,May,8932,24.05407589
ATQCUS1474,35-45,Chennai,Freelancers,Male,Married,37133,October,12491,33.63854254
ATQCUS1474,35-45,Chennai,Freelancers,Male,Married,37133,September,17602,47.40257992
ATQCUS2764,35-45,Bengaluru,Freelancers,Female,Married,34977,August,17064,48.78634531
ATQCUS2764,35-45,Bengaluru,Freelancers,Female,Married,34977,July,14747,42.16199217
ATQCUS2764,35-45,Bengaluru,Freelancers,Female,Married,34977,June,14235,40.69817309
ATQCUS2764,35-45,Bengaluru,Freelancers,Female,Married,34977,May,13098,37.44746548
ATQCUS2764,35-45,Bengaluru,Freelancers,Female,Married,34977,October,13734,39.26580324
ATQCUS2764,35-45,Bengaluru,Freelancers,Female,Married,34977,September,25645,73.31961003
ATQCUS3597,25-34,Chennai,Business Owners,Male,Single,68238,August,22049,32.31190832
ATQCUS3597,25-34,Chennai,Business Owners,Male,Single,68238,July,15049,22.05369442
ATQCUS3597,25-34,Chennai,Business Owners,Male,Single,68238,June,14579,21.36492863
ATQCUS3597,25-34,Chennai,Business Owners,Male,Single,68238,May,11530,16.89674375
ATQCUS3597,25-34,Chennai,Business Owners,Male,Single,68238,October,16061,23.53673906
ATQCUS3597,25-34,Chennai,Business Owners,Male,Single,68238,September,23287,34.12614672
ATQCUS3979,25-34,Chennai,Salaried IT Employees,Female,Single,63431,August,26202,41.30787785
ATQCUS3979,25-34,Chennai,Salaried IT Employees,Female,Single,63431,July,16742,26.39403446
ATQCUS3979,25-34,Chennai,Salaried IT Employees,Female,Single,63431,June,17831,28.11086062
ATQCUS3979,25-34,Chennai,Salaried IT Employees,Female,Single,63431,May,15108,23.81800697
ATQCUS3979,25-34,Chennai,Salaried IT Employees,Female,Single,63431,October,18868,29.74570793
ATQCUS3979,25-34,Chennai,Salaried IT Employees,Female,Single,63431,September,22348,35.23198436
ATQCUS1801,45+,Delhi NCR,Freelancers,Male,Married,38973,August,19484,49.9935853
ATQCUS1801,45+,Delhi NCR,Freelancers,Male,Married,38973,July,15742,40.3920663
ATQCUS1801,45+,Delhi NCR,Freelancers,Male,Married,38973,June,15755,40.42542273
ATQCUS1801,45+,Delhi NCR,Freelancers,Male,Married,38973,May,14135,36.26869884
ATQCUS1801,45+,Delhi NCR,Freelancers,Male,Married,38973,October,17841,45.7778462
ATQCUS1801,45+,Delhi NCR,Freelancers,Male,Married,38973,September,22673,58.17617325
ATQCUS0923,35-45,Mumbai,Salaried IT Employees,Male,Married,63964,August,54359,84.98374085
ATQCUS0923,35-45,Mumbai,Salaried IT Employees,Male,Married,63964,July,45517,71.16034019
ATQCUS0923,35-45,Mumbai,Salaried IT Employees,Male,Married,63964,June,40277,62.96823213
ATQCUS0923,35-45,Mumbai,Salaried IT Employees,Male,Married,63964,May,36579,57.18685511
ATQCUS0923,35-45,Mumbai,Salaried IT Employees,Male,Married,63964,October,40464,63.26058408
ATQCUS0923,35-45,Mumbai,Salaried IT Employees,Male,Married,63964,September,47516,74.28553561
ATQCUS0730,25-34,Chennai,Freelancers,Male,Married,34889,August,11424,32.74384476
ATQCUS0730,25-34,Chennai,Freelancers,Male,Married,34889,July,11348,32.52601106
ATQCUS0730,25-34,Chennai,Freelancers,Male,Married,34889,June,10203,29.24417438
ATQCUS0730,25-34,Chennai,Freelancers,Male,Married,34889,May,9431,27.03144258
ATQCUS0730,25-34,Chennai,Freelancers,Male,Married,34889,October,15001,42.99635988
ATQCUS0730,25-34,Chennai,Freelancers,Male,Married,34889,September,13410,38.43618332
ATQCUS0475,25-34,Bengaluru,Salaried IT Employees,Male,Married,63767,August,38105,59.75661392
ATQCUS0475,25-34,Bengaluru,Salaried IT Employees,Male,Married,63767,July,30319,47.54653661
ATQCUS0475,25-34,Bengaluru,Salaried IT Employees,Male,Married,63767,June,30907,48.46864366
ATQCUS0475,25-34,Bengaluru,Salaried IT Employees,Male,Married,63767,May,23915,37.5037245
ATQCUS0475,25-34,Bengaluru,Salaried IT Employees,Male,Married,63767,October,33570,52.64478492
ATQCUS0475,25-34,Bengaluru,Salaried IT Employees,Male,Married,63767,September,41670,65.34727994
ATQCUS0409,25-34,Delhi NCR,Business Owners,Male,Married,70466,August,40672,57.71861607
ATQCUS0409,25-34,Delhi NCR,Business Owners,Male,Married,70466,July,22392,31.77702722
ATQCUS0409,25-34,Delhi NCR,Business Owners,Male,Married,70466,June,31618,44.86986632
ATQCUS0409,25-34,Delhi NCR,Business Owners,Male,Married,70466,May,19910,28.25476116
ATQCUS0409,25-34,Delhi NCR,Business Owners,Male,Married,70466,October,27191,38.58740385
ATQCUS0409,25-34,Delhi NCR,Business Owners,Male,Married,70466,September,38108,54.07998184
ATQCUS2890,35-45,Hyderabad,Salaried IT Employees,Female,Married,70957,August,36139,50.93084544
ATQCUS2890,35-45,Hyderabad,Salaried IT Employees,Female,Married,70957,July,29330,41.33489296
ATQCUS2890,35-45,Hyderabad,Salaried IT Employees,Female,Married,70957,June,22429,31.6092845
ATQCUS2890,35-45,Hyderabad,Salaried IT Employees,Female,Married,70957,May,25451,35.86820187
ATQCUS2890,35-45,Hyderabad,Salaried IT Employees,Female,Married,70957,October,34644,48.82393562
ATQCUS2890,35-45,Hyderabad,Salaried IT Employees,Female,Married,70957,September,40477,57.04440718
ATQCUS2767,35-45,Bengaluru,Freelancers,Female,Married,36504,August,18137,49.68496603
ATQCUS2767,35-45,Bengaluru,Freelancers,Female,Married,36504,July,17538,48.04404997
ATQCUS2767,35-45,Bengaluru,Freelancers,Female,Married,36504,June,14142,38.74095989
ATQCUS2767,35-45,Bengaluru,Freelancers,Female,Married,36504,May,10127,27.74216524
ATQCUS2767,35-45,Bengaluru,Freelancers,Female,Married,36504,October,16132,44.19241727
ATQCUS2767,35-45,Bengaluru,Freelancers,Female,Married,36504,September,18652,51.09577033
ATQCUS2451,25-34,Chennai,Government Employees,Female,Married,53694,August,11504,21.42511268
ATQCUS2451,25-34,Chennai,Government Employees,Female,Married,53694,July,9828,18.30372109
ATQCUS2451,25-34,Chennai,Government Employees,Female,Married,53694,June,8290,15.43934145
ATQCUS2451,25-34,Chennai,Government Employees,Female,Married,53694,May,8479,15.79133609
ATQCUS2451,25-34,Chennai,Government Employees,Female,Married,53694,October,10023,18.66689016
ATQCUS2451,25-34,Chennai,Government Employees,Female,Married,53694,September,14578,27.15014713
ATQCUS1512,35-45,Chennai,Government Employees,Male,Married,56089,August,16021,28.56353296
ATQCUS1512,35-45,Chennai,Government Employees,Male,Married,56089,July,10117,18.03740484
ATQCUS1512,35-45,Chennai,Government Employees,Male,Married,56089,June,13595,24.23826419
ATQCUS1512,35-45,Chennai,Government Employees,Male,Married,56089,May,8744,15.58950953
ATQCUS1512,35-45,Chennai,Government Employees,Male,Married,56089,October,11935,21.27868209
ATQCUS1512,35-45,Chennai,Government Employees,Male,Married,56089,September,20770,37.03043377
ATQCUS2724,35-45,Bengaluru,Salaried IT Employees,Female,Married,65373,August,41715,63.81074756
ATQCUS2724,35-45,Bengaluru,Salaried IT Employees,Female,Married,65373,July,25137,38.45165435
ATQCUS2724,35-45,Bengaluru,Salaried IT Employees,Female,Married,65373,June,29630,45.32452236
ATQCUS2724,35-45,Bengaluru,Salaried IT Employees,Female,Married,65373,May,27044,41.3687608
ATQCUS2724,35-45,Bengaluru,Salaried IT Employees,Female,Married,65373,October,28309,43.30381044
ATQCUS2724,35-45,Bengaluru,Salaried IT Employees,Female,Married,65373,September,49180,75.22983495
ATQCUS3993,25-34,Chennai,Salaried Other Employees,Female,Single,40142,August,13029,32.45727667
ATQCUS3993,25-34,Chennai,Salaried Other Employees,Female,Single,40142,July,11261,28.05291216
ATQCUS3993,25-34,Chennai,Salaried Other Employees,Female,Single,40142,June,9045,22.53250959
ATQCUS3993,25-34,Chennai,Salaried Other Employees,Female,Single,40142,May,10343,25.76603059
ATQCUS3993,25-34,Chennai,Salaried Other Employees,Female,Single,40142,October,12834,31.97150117
ATQCUS3993,25-34,Chennai,Salaried Other Employees,Female,Single,40142,September,17413,43.3785063
ATQCUS3530,25-34,Delhi NCR,Freelancers,Male,Single,34535,August,19033,55.11220501
ATQCUS3530,25-34,Delhi NCR,Freelancers,Male,Single,34535,July,16913,48.97350514
ATQCUS3530,25-34,Delhi NCR,Freelancers,Male,Single,34535,June,18413,53.31692486
ATQCUS3530,25-34,Delhi NCR,Freelancers,Male,Single,34535,May,13295,38.49717678
